facility_id,facility_name,address,state,zip_code,telephone_number,hcahps_measure_id,hcahps_question,hcahps_answer_description,patient_survey_star_rating,patient_survey_star_rating_footnote,hcahps_answer_percent,hcahps_answer_percent_footnote,hcahps_linear_mean_value,number_of_completed_surveys,number_of_completed_surveys_footnote,survey_response_rate_percent,survey_response_rate_percent_footnote,start_date,end_date,dashboard_category,is_relevant_measure,patient_survey_star_rating_numeric,hcahps_answer_percent_numeric,hcahps_linear_mean_value_numeric,number_of_completed_surveys_numeric,survey_response_rate_percent_numeric
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,700 MEDICAL BLVD,FL,34223,(941) 475-6571,H_HSP_RATING_LINEAR_SCORE,Overall hospital rating - linear mean score,Overall hospital rating - linear mean score,Not Applicable,,Not Applicable,,86,483,,33,,07/01/2024,06/30/2025,Overall Rating,True,,,86.0,483.0,33.0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,700 MEDICAL BLVD,FL,34223,(941) 475-6571,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3,,Not Applicable,,Not Applicable,483,,33,,07/01/2024,06/30/2025,Overall Rating,True,3.0,,,483.0,33.0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,700 MEDICAL BLVD,FL,34223,(941) 475-6571,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Not Applicable,,7,,Not Applicable,483,,33,,07/01/2024,06/30/2025,Recommendation,True,,7.0,,483.0,33.0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,700 MEDICAL BLVD,FL,34223,(941) 475-6571,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,66,,Not Applicable,483,,33,,07/01/2024,06/30/2025,Recommendation,True,,66.0,,483.0,33.0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,700 MEDICAL BLVD,FL,34223,(941) 475-6571,H_RECMND_LINEAR_SCORE,Recommend hospital - linear mean score,Recommend hospital - linear mean score,Not Applicable,,Not Applicable,,85,483,,33,,07/01/2024,06/30/2025,Recommendation,True,,,85.0,483.0,33.0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,700 MEDICAL BLVD,FL,34223,(941) 475-6571,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",Not Applicable,,27,,Not Applicable,483,,33,,07/01/2024,06/30/2025,Recommendation,True,,27.0,,483.0,33.0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,700 MEDICAL BLVD,FL,34223,(941) 475-6571,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3,,Not Applicable,,Not Applicable,483,,33,,07/01/2024,06/30/2025,Recommendation,True,3.0,,,483.0,33.0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,700 MEDICAL BLVD,FL,34223,(941) 475-6571,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,3,,Not Applicable,,Not Applicable,483,,33,,07/01/2024,06/30/2025,Summary Rating,True,3.0,,,483.0,33.0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,700 MEDICAL BLVD,FL,34223,(941) 475-6571,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,2,,Not Applicable,,Not Applicable,483,,33,,07/01/2024,06/30/2025,Summary Rating,True,2.0,,,483.0,33.0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,700 MEDICAL BLVD,FL,34223,(941) 475-6571,H_STAR_RATING,Summary star rating,Summary star rating,3,,Not Applicable,,Not Applicable,483,,33,,07/01/2024,06/30/2025,Summary Rating,True,3.0,,,483.0,33.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_6_LINEAR_SCORE,Discharge information - linear mean score,Discharge information - linear mean score,Not Applicable,,Not Applicable,,80,591,,28,,07/01/2024,06/30/2025,Discharge Information,True,,,80.0,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",Not Applicable,,20,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Discharge Information,True,,20.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,2,,Not Applicable,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Discharge Information,True,2.0,,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,80,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Discharge Information,True,,80.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_DISCH_HELP_N_P,"Patients who reported that NO, they did not discuss whether they would need help after discharge","No, staff ""did not"" give patients information about help after discharge",Not Applicable,,22,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Discharge Information,True,,22.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_DISCH_HELP_Y_P,"Patients who reported that YES, they did discuss whether they would need help after discharge","Yes, staff ""did"" give patients information about help after discharge",Not Applicable,,78,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Discharge Information,True,,78.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_SYMPTOMS_N_P,"Patients who reported that NO, they did not receive written information about possible symptoms to look out for after discharge","No, staff ""did not"" give patients information about possible symptoms",Not Applicable,,18,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Discharge Information,True,,18.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_SYMPTOMS_Y_P,"Patients who reported that YES, they did receive written information about possible symptoms to look out for after discharge","Yes, staff ""did"" give patients information about possible symptoms",Not Applicable,,82,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Discharge Information,True,,82.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",Not Applicable,,62,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Doctor Communication,True,,62.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_2_LINEAR_SCORE,Doctor communication - linear mean score,Doctor communication - linear mean score,Not Applicable,,Not Applicable,,82,591,,28,,07/01/2024,06/30/2025,Doctor Communication,True,,,82.0,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",Not Applicable,,12,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Doctor Communication,True,,12.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,1,,Not Applicable,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Doctor Communication,True,1.0,,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",Not Applicable,,26,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Doctor Communication,True,,26.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_DOCTOR_EXPLAIN_A_P,"Patients who reported that their doctors ""Always"" explained things in a way they could understand","Doctors ""always"" explained things so they could understand",Not Applicable,,55,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Doctor Communication,True,,55.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_DOCTOR_EXPLAIN_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" explained things in a way they could understand","Doctors ""sometimes"" or ""never"" explained things so they could understand",Not Applicable,,15,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Doctor Communication,True,,15.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_DOCTOR_EXPLAIN_U_P,"Patients who reported that their doctors ""Usually"" explained things in a way they could understand","Doctors ""usually"" explained things so they could understand",Not Applicable,,30,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Doctor Communication,True,,30.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_DOCTOR_LISTEN_A_P,"Patients who reported that their doctors ""Always"" listened carefully to them","Doctors ""always"" listened carefully",Not Applicable,,60,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Doctor Communication,True,,60.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_DOCTOR_LISTEN_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" listened carefully to them","Doctors ""sometimes"" or ""never"" listened carefully",Not Applicable,,13,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Doctor Communication,True,,13.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_DOCTOR_LISTEN_U_P,"Patients who reported that their doctors ""Usually"" listened carefully to them","Doctors ""usually"" listened carefully",Not Applicable,,27,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Doctor Communication,True,,27.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_DOCTOR_RESPECT_A_P,"Patients who reported that their doctors ""Always"" treated them with courtesy and respect","Doctors ""always"" treated them with courtesy and  respect",Not Applicable,,71,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Doctor Communication,True,,71.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_DOCTOR_RESPECT_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never""  treated them with courtesy and respect","Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Not Applicable,,9,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Doctor Communication,True,,9.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_DOCTOR_RESPECT_U_P,"Patients who reported that their doctors ""Usually""  treated them with courtesy and respect","Doctors ""usually""  treated them with courtesy and  respect",Not Applicable,,20,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Doctor Communication,True,,20.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",Not Applicable,,45,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Medicine Communication,True,,45.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_5_LINEAR_SCORE,Communication about medicines - linear mean score,Communication about medicines - linear mean score,Not Applicable,,Not Applicable,,64,591,,28,,07/01/2024,06/30/2025,Medicine Communication,True,,,64.0,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",Not Applicable,,33,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Medicine Communication,True,,33.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,1,,Not Applicable,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Medicine Communication,True,1.0,,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",Not Applicable,,22,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Medicine Communication,True,,22.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_MED_FOR_A_P,"Patients who reported that when receiving new medication the staff ""Always"" communicated what the medication was for","Staff ""always"" explained new medications",Not Applicable,,58,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Medicine Communication,True,,58.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_MED_FOR_SN_P,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" communicated what the medication was for","Staff ""sometimes"" or ""never"" explained new medications",Not Applicable,,20,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Medicine Communication,True,,20.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_MED_FOR_U_P,"Patients who reported that when receiving new medication the staff ""Usually"" communicated what the medication was for.","Staff ""usually"" explained new medications",Not Applicable,,22,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Medicine Communication,True,,22.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_SIDE_EFFECTS_A_P,"Patients who reported that when receiving new medication the staff ""Always"" discussed possible side effects","Staff ""always"" explained possible side effects",Not Applicable,,32,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Medicine Communication,True,,32.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_SIDE_EFFECTS_SN_P,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" discussed possible side effects","Staff ""sometimes"" or ""never"" explained possible side effects",Not Applicable,,46,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Medicine Communication,True,,46.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_SIDE_EFFECTS_U_P,"Patients who reported that when receiving new medication the staff ""Usually"" discussed possible side effects","Staff ""usually"" explained possible side effects",Not Applicable,,22,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Medicine Communication,True,,22.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",Not Applicable,,63,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Nurse Communication,True,,63.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_1_LINEAR_SCORE,Nurse communication - linear mean score,Nurse communication - linear mean score,Not Applicable,,Not Applicable,,83,591,,28,,07/01/2024,06/30/2025,Nurse Communication,True,,,83.0,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",Not Applicable,,12,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Nurse Communication,True,,12.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,1,,Not Applicable,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Nurse Communication,True,1.0,,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",Not Applicable,,25,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Nurse Communication,True,,25.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_NURSE_EXPLAIN_A_P,"Patients who reported that their nurses ""Always"" explained things in a way they could understand","Nurses ""always"" explained things so they could understand",Not Applicable,,60,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Nurse Communication,True,,60.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_NURSE_EXPLAIN_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" explained things in a way they could understand","Nurses ""sometimes"" or ""never"" explained things so they could understand",Not Applicable,,15,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Nurse Communication,True,,15.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_NURSE_EXPLAIN_U_P,"Patients who reported that their nurses ""Usually"" explained things in a way they could understand","Nurses ""usually"" explained things so they could understand",Not Applicable,,25,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Nurse Communication,True,,25.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_NURSE_LISTEN_A_P,"Patients who reported that their nurses ""Always"" listened carefully to them","Nurses ""always"" listened carefully",Not Applicable,,59,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Nurse Communication,True,,59.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_NURSE_LISTEN_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" listened carefully to them","Nurses ""sometimes"" or ""never"" listened carefully",Not Applicable,,13,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Nurse Communication,True,,13.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_NURSE_LISTEN_U_P,"Patients who reported that their nurses ""Usually"" listened carefully to them","Nurses ""usually"" listened carefully",Not Applicable,,28,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Nurse Communication,True,,28.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_NURSE_RESPECT_A_P,"Patients who reported that their nurses ""Always"" treated them with courtesy and respect","Nurses ""always"" treated them with courtesy and  respect",Not Applicable,,71,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Nurse Communication,True,,71.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_NURSE_RESPECT_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never""  treated them with courtesy and respect","Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Not Applicable,,9,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Nurse Communication,True,,9.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_NURSE_RESPECT_U_P,"Patients who reported that their nurses ""Usually""  treated them with courtesy and respect","Nurses ""usually""  treated them with courtesy and  respect",Not Applicable,,20,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Nurse Communication,True,,20.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",Not Applicable,,26,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Overall Rating,True,,26.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",Not Applicable,,26,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Overall Rating,True,,26.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,48,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Overall Rating,True,,48.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_HSP_RATING_LINEAR_SCORE,Overall hospital rating - linear mean score,Overall hospital rating - linear mean score,Not Applicable,,Not Applicable,,75,591,,28,,07/01/2024,06/30/2025,Overall Rating,True,,,75.0,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,1,,Not Applicable,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Overall Rating,True,1.0,,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Not Applicable,,20,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Recommendation,True,,20.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,49,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Recommendation,True,,49.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_RECMND_LINEAR_SCORE,Recommend hospital - linear mean score,Recommend hospital - linear mean score,Not Applicable,,Not Applicable,,73,591,,28,,07/01/2024,06/30/2025,Recommendation,True,,,73.0,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",Not Applicable,,31,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Recommendation,True,,31.0,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,1,,Not Applicable,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Recommendation,True,1.0,,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,1,,Not Applicable,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Summary Rating,True,1.0,,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,1,,Not Applicable,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Summary Rating,True,1.0,,,591.0,28.0
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,FL,33952,(941) 629-1181,H_STAR_RATING,Summary star rating,Summary star rating,1,,Not Applicable,,Not Applicable,591,,28,,07/01/2024,06/30/2025,Summary Rating,True,1.0,,,591.0,28.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_6_LINEAR_SCORE,Discharge information - linear mean score,Discharge information - linear mean score,Not Applicable,,Not Applicable,,85,631,,21,,07/01/2024,06/30/2025,Discharge Information,True,,,85.0,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",Not Applicable,,14,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Discharge Information,True,,14.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Discharge Information,True,3.0,,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,86,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Discharge Information,True,,86.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_DISCH_HELP_N_P,"Patients who reported that NO, they did not discuss whether they would need help after discharge","No, staff ""did not"" give patients information about help after discharge",Not Applicable,,16,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Discharge Information,True,,16.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_DISCH_HELP_Y_P,"Patients who reported that YES, they did discuss whether they would need help after discharge","Yes, staff ""did"" give patients information about help after discharge",Not Applicable,,84,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Discharge Information,True,,84.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_SYMPTOMS_N_P,"Patients who reported that NO, they did not receive written information about possible symptoms to look out for after discharge","No, staff ""did not"" give patients information about possible symptoms",Not Applicable,,12,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Discharge Information,True,,12.0,,631.0,21.0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FL,32547,(850) 862-1111,H_SYMPTOMS_Y_P,"Patients who reported that YES, they did receive written information about possible symptoms to look out for after discharge","Yes, staff ""did"" give patients information about possible symptoms",Not Applicable,,88,,Not Applicable,631,,21,,07/01/2024,06/30/2025,Discharge Information,True,,88.0,,631.0,21.0
